Local Site Name,County,State,Material,Monthly Measurements,Yearly Measurement Average,Year,Month
MSLA Boyd Park,Missoula,MT,Ozone,0.037892857,0.038667632,2022,9
MSLA Boyd Park,Missoula,MT,Ozone,0.028806452,0.038667632,2022,10
MSLA Boyd Park,Missoula,MT,Ozone,0.0264,0.038667632,2022,11
MSLA Boyd Park,Missoula,MT,Ozone,0.023066667,0.038667632,2022,12
MSLA Boyd Park,Missoula,MT,Ozone,0.021032258,0.039306365,2023,1
MSLA Boyd Park,Missoula,MT,Ozone,0.0334,0.039306365,2023,2
MSLA Boyd Park,Missoula,MT,Ozone,0.04525,0.039306365,2023,3
MSLA Boyd Park,Missoula,MT,Ozone,0.046793103,0.039306365,2023,4
MSLA Boyd Park,Missoula,MT,Ozone,0.044,0.039306365,2023,5
MSLA Boyd Park,Missoula,MT,Ozone,0.041766667,0.039306365,2023,6
MSLA Boyd Park,Missoula,MT,Ozone,0.04448,0.039306365,2023,7
MSLA Boyd Park,Missoula,MT,Ozone,0.041096774,0.039306365,2023,8
MSLA Boyd Park,Missoula,MT,Ozone,0.033133333,0.039306365,2023,9
MSLA Boyd Park,Missoula,MT,Ozone,0.024655172,0.039306365,2023,10
MSLA Boyd Park,Missoula,MT,Ozone,0.0209,0.039306365,2023,11
MSLA Boyd Park,Missoula,MT,Ozone,0.014133333,0.039306365,2023,12
MSLA Boyd Park,Missoula,MT,Ozone,0.017774194,0.038332386,2024,1
MSLA Boyd Park,Missoula,MT,Ozone,0.026689655,0.038332386,2024,2
MSLA Boyd Park,Missoula,MT,Ozone,0.036774194,0.038332386,2024,3
MSLA Boyd Park,Missoula,MT,Ozone,0.039833333,0.038332386,2024,4
MSLA Boyd Park,Missoula,MT,Ozone,0.040290323,0.038332386,2024,5
MSLA Boyd Park,Missoula,MT,Ozone,0.042,0.038332386,2024,6
MSLA Boyd Park,Missoula,MT,Ozone,0.054806452,0.038332386,2024,7
MSLA Boyd Park,Missoula,MT,Ozone,0.042466667,0.038332386,2024,8
MSLA Boyd Park,Missoula,MT,Ozone,0.0361,0.038332386,2024,9
MSLA Boyd Park,Missoula,MT,Ozone,0.030607143,0.038332386,2024,10
MSLA Boyd Park,Missoula,MT,Ozone,0.024636364,0.038332386,2024,11
Malta,Phillips,MT,Ozone,0.030178571,0.038120934,2020,1
Malta,Phillips,MT,Ozone,0.036107143,0.038120934,2020,2
Malta,Phillips,MT,Ozone,0.037333333,0.038120934,2020,3
Malta,Phillips,MT,Ozone,0.043142857,0.038120934,2020,4
Malta,Phillips,MT,Ozone,0.039827586,0.038120934,2020,5
Malta,Phillips,MT,Ozone,0.037892857,0.038120934,2020,6
Malta,Phillips,MT,Ozone,0.038137931,0.038120934,2020,7
Malta,Phillips,MT,Ozone,0.041428571,0.038120934,2020,8
Malta,Phillips,MT,Ozone,0.03337037,0.038120934,2020,9
Malta,Phillips,MT,Ozone,0.030566667,0.038120934,2020,10
Malta,Phillips,MT,Ozone,0.029178571,0.038120934,2020,11
Malta,Phillips,MT,Ozone,0.026655172,0.038120934,2020,12
Malta,Phillips,MT,Ozone,0.027566667,0.040630141,2021,1
Malta,Phillips,MT,Ozone,0.034576923,0.040630141,2021,2
Malta,Phillips,MT,Ozone,0.038517241,0.040630141,2021,3
Malta,Phillips,MT,Ozone,0.041266667,0.040630141,2021,4
Malta,Phillips,MT,Ozone,0.038827586,0.040630141,2021,5
Malta,Phillips,MT,Ozone,0.043310345,0.040630141,2021,6
Malta,Phillips,MT,Ozone,0.056785714,0.040630141,2021,7
Malta,Phillips,MT,Ozone,0.041793103,0.040630141,2021,8
Malta,Phillips,MT,Ozone,0.037785714,0.040630141,2021,9
Malta,Phillips,MT,Ozone,0.032321429,0.040630141,2021,10
Malta,Phillips,MT,Ozone,0.029043478,0.040630141,2021,11
Malta,Phillips,MT,Ozone,0.030214286,0.040630141,2021,12
Malta,Phillips,MT,Ozone,0.03225,0.038667632,2022,1
Malta,Phillips,MT,Ozone,0.0355,0.038667632,2022,2
Malta,Phillips,MT,Ozone,0.039733333,0.038667632,2022,3
Malta,Phillips,MT,Ozone,0.040148148,0.038667632,2022,4
Malta,Phillips,MT,Ozone,0.041933333,0.038667632,2022,5
Malta,Phillips,MT,Ozone,0.039444444,0.038667632,2022,6
Malta,Phillips,MT,Ozone,0.0405,0.038667632,2022,7
Malta,Phillips,MT,Ozone,0.042037037,0.038667632,2022,8
Malta,Phillips,MT,Ozone,0.038392857,0.038667632,2022,9
Malta,Phillips,MT,Ozone,0.032111111,0.038667632,2022,10
Malta,Phillips,MT,Ozone,0.030615385,0.038667632,2022,11
Malta,Phillips,MT,Ozone,0.031214286,0.038667632,2022,12
Malta,Phillips,MT,Ozone,0.031241379,0.039306365,2023,1
Malta,Phillips,MT,Ozone,0.038807692,0.039306365,2023,2
Malta,Phillips,MT,Ozone,0.050103448,0.039306365,2023,3
Malta,Phillips,MT,Ozone,0.041392857,0.039306365,2023,4
Malta,Phillips,MT,Ozone,0.04372,0.039306365,2023,5
Malta,Phillips,MT,Ozone,0.041846154,0.039306365,2023,6
Malta,Phillips,MT,Ozone,0.04516,0.039306365,2023,7
Malta,Phillips,MT,Ozone,0.045285714,0.039306365,2023,8
Malta,Phillips,MT,Ozone,0.038392857,0.039306365,2023,9
Malta,Phillips,MT,Ozone,0.029266667,0.039306365,2023,10
Malta,Phillips,MT,Ozone,0.028689655,0.039306365,2023,11
Malta,Phillips,MT,Ozone,0.025925926,0.039306365,2023,12
Malta,Phillips,MT,Ozone,0.027806452,0.038332386,2024,1
Malta,Phillips,MT,Ozone,0.0174,0.038332386,2024,2
BROADUS,Powder River,MT,Ozone,0.03362069,0.038120934,2020,1
BROADUS,Powder River,MT,Ozone,0.040769231,0.038120934,2020,2
BROADUS,Powder River,MT,Ozone,0.040285714,0.038120934,2020,3
BROADUS,Powder River,MT,Ozone,0.046464286,0.038120934,2020,4
BROADUS,Powder River,MT,Ozone,0.042423077,0.038120934,2020,5
BROADUS,Powder River,MT,Ozone,0.0405625,0.038120934,2020,6
BROADUS,Powder River,MT,Ozone,0.04595,0.038120934,2020,7
BROADUS,Powder River,MT,Ozone,0.054083333,0.038120934,2020,8
BROADUS,Powder River,MT,Ozone,0.042931034,0.038120934,2020,9
BROADUS,Powder River,MT,Ozone,0.036,0.038120934,2020,10
BROADUS,Powder River,MT,Ozone,0.033272727,0.038120934,2020,11
BROADUS,Powder River,MT,Ozone,0.03112,0.038120934,2020,12
BROADUS,Powder River,MT,Ozone,0.032821429,0.040630141,2021,1
BROADUS,Powder River,MT,Ozone,0.038833333,0.040630141,2021,2
BROADUS,Powder River,MT,Ozone,0.041740741,0.040630141,2021,3
BROADUS,Powder River,MT,Ozone,0.042931034,0.040630141,2021,4
BROADUS,Powder River,MT,Ozone,0.041483871,0.040630141,2021,5
BROADUS,Powder River,MT,Ozone,0.049458333,0.040630141,2021,6
BROADUS,Powder River,MT,Ozone,0.060464286,0.040630141,2021,7
BROADUS,Powder River,MT,Ozone,0.050086957,0.040630141,2021,8
BROADUS,Powder River,MT,Ozone,0.043727273,0.040630141,2021,9
BROADUS,Powder River,MT,Ozone,0.035103448,0.040630141,2021,10
BROADUS,Powder River,MT,Ozone,0.031607143,0.040630141,2021,11
BROADUS,Powder River,MT,Ozone,0.030961538,0.040630141,2021,12
BROADUS,Powder River,MT,Ozone,0.036392857,0.038667632,2022,1
BROADUS,Powder River,MT,Ozone,0.03892,0.038667632,2022,2
BROADUS,Powder River,MT,Ozone,0.041586207,0.038667632,2022,3
BROADUS,Powder River,MT,Ozone,0.042666667,0.038667632,2022,4
BROADUS,Powder River,MT,Ozone,0.042115385,0.038667632,2022,5
BROADUS,Powder River,MT,Ozone,0.040178571,0.038667632,2022,6
BROADUS,Powder River,MT,Ozone,0.050230769,0.038667632,2022,7
BROADUS,Powder River,MT,Ozone,0.047357143,0.038667632,2022,8
BROADUS,Powder River,MT,Ozone,0.041896552,0.038667632,2022,9
BROADUS,Powder River,MT,Ozone,0.029851852,0.038667632,2022,10
BROADUS,Powder River,MT,Ozone,0.029346154,0.038667632,2022,11
BROADUS,Powder River,MT,Ozone,0.032814815,0.038667632,2022,12
BROADUS,Powder River,MT,Ozone,0.036275862,0.039306365,2023,1
BROADUS,Powder River,MT,Ozone,0.04408,0.039306365,2023,2
BROADUS,Powder River,MT,Ozone,0.046931034,0.039306365,2023,3
BROADUS,Powder River,MT,Ozone,0.048884615,0.039306365,2023,4
BROADUS,Powder River,MT,Ozone,0.049896552,0.039306365,2023,5
BROADUS,Powder River,MT,Ozone,0.0495,0.039306365,2023,6
BROADUS,Powder River,MT,Ozone,0.048066667,0.039306365,2023,7
BROADUS,Powder River,MT,Ozone,0.047821429,0.039306365,2023,8
BROADUS,Powder River,MT,Ozone,0.043321429,0.039306365,2023,9
BROADUS,Powder River,MT,Ozone,0.032724138,0.039306365,2023,10
BROADUS,Powder River,MT,Ozone,0.033758621,0.039306365,2023,11
BROADUS,Powder River,MT,Ozone,0.029740741,0.039306365,2023,12
BROADUS,Powder River,MT,Ozone,0.032129032,0.038332386,2024,1
BROADUS,Powder River,MT,Ozone,0.02225,0.038332386,2024,2
Sidney 201,Richland,MT,Ozone,0.033535714,0.038120934,2020,1
Sidney 201,Richland,MT,Ozone,0.038592593,0.038120934,2020,2
Sidney 201,Richland,MT,Ozone,0.040551724,0.038120934,2020,3
Sidney 201,Richland,MT,Ozone,0.045413793,0.038120934,2020,4
Sidney 201,Richland,MT,Ozone,0.044896552,0.038120934,2020,5
Sidney 201,Richland,MT,Ozone,0.043724138,0.038120934,2020,6
Sidney 201,Richland,MT,Ozone,0.040115385,0.038120934,2020,7
Sidney 201,Richland,MT,Ozone,0.044,0.038120934,2020,8
Sidney 201,Richland,MT,Ozone,0.03712,0.038120934,2020,9
Sidney 201,Richland,MT,Ozone,0.032766667,0.038120934,2020,10
Sidney 201,Richland,MT,Ozone,0.029518519,0.038120934,2020,11
Sidney 201,Richland,MT,Ozone,0.029035714,0.038120934,2020,12
Sidney 201,Richland,MT,Ozone,0.03,0.040630141,2021,1
Sidney 201,Richland,MT,Ozone,0.034923077,0.040630141,2021,2
Sidney 201,Richland,MT,Ozone,0.040321429,0.040630141,2021,3
Sidney 201,Richland,MT,Ozone,0.043962963,0.040630141,2021,4
Sidney 201,Richland,MT,Ozone,0.042407407,0.040630141,2021,5
Sidney 201,Richland,MT,Ozone,0.050230769,0.040630141,2021,6
Sidney 201,Richland,MT,Ozone,0.058275862,0.040630141,2021,7
Sidney 201,Richland,MT,Ozone,0.047137931,0.040630141,2021,8
Sidney 201,Richland,MT,Ozone,0.04308,0.040630141,2021,9
Sidney 201,Richland,MT,Ozone,0.037722222,0.040630141,2021,10
Sidney 201,Richland,MT,Ozone,0.0314,0.040630141,2021,11
Sidney 201,Richland,MT,Ozone,0.032576923,0.040630141,2021,12
Sidney 201,Richland,MT,Ozone,0.036678571,0.038667632,2022,1
Sidney 201,Richland,MT,Ozone,0.037576923,0.038667632,2022,2
Sidney 201,Richland,MT,Ozone,0.042037037,0.038667632,2022,3
Sidney 201,Richland,MT,Ozone,0.043454545,0.038667632,2022,4
Sidney 201,Richland,MT,Ozone,0.0441,0.038667632,2022,5
Sidney 201,Richland,MT,Ozone,0.041933333,0.038667632,2022,6
Sidney 201,Richland,MT,Ozone,0.0425,0.038667632,2022,7
Sidney 201,Richland,MT,Ozone,0.045,0.038667632,2022,8
Sidney 201,Richland,MT,Ozone,0.038896552,0.038667632,2022,9
Sidney 201,Richland,MT,Ozone,0.030185185,0.038667632,2022,10
Sidney 201,Richland,MT,Ozone,0.032703704,0.038667632,2022,11
Sidney 201,Richland,MT,Ozone,0.032892857,0.038667632,2022,12
Sidney 201,Richland,MT,Ozone,0.032068966,0.039306365,2023,1
Sidney 201,Richland,MT,Ozone,0.0388,0.039306365,2023,2
Sidney 201,Richland,MT,Ozone,0.049482759,0.039306365,2023,3
Sidney 201,Richland,MT,Ozone,0.045074074,0.039306365,2023,4
Sidney 201,Richland,MT,Ozone,0.050482759,0.039306365,2023,5
Sidney 201,Richland,MT,Ozone,0.049821429,0.039306365,2023,6
Sidney 201,Richland,MT,Ozone,0.043766667,0.039306365,2023,7
Sidney 201,Richland,MT,Ozone,0.041586207,0.039306365,2023,8
Sidney 201,Richland,MT,Ozone,0.03804,0.039306365,2023,9
Sidney 201,Richland,MT,Ozone,0.0299,0.039306365,2023,10
Sidney 201,Richland,MT,Ozone,0.030821429,0.039306365,2023,11
Sidney 201,Richland,MT,Ozone,0.028035714,0.039306365,2023,12
Sidney 201,Richland,MT,Ozone,0.030482759,0.038332386,2024,1
Sidney 201,Richland,MT,Ozone,0.03364,0.038332386,2024,2
Sidney 201,Richland,MT,Ozone,0.039448276,0.038332386,2024,3
Sidney 201,Richland,MT,Ozone,0.03804,0.038332386,2024,4
Sidney 201,Richland,MT,Ozone,0.043884615,0.038332386,2024,5
Sidney 201,Richland,MT,Ozone,0.044214286,0.038332386,2024,6
Sidney 201,Richland,MT,Ozone,0.051607143,0.038332386,2024,7
Sidney 201,Richland,MT,Ozone,0.047642857,0.038332386,2024,8
Sidney 201,Richland,MT,Ozone,0.044571429,0.038332386,2024,9
Sidney 201,Richland,MT,Ozone,0.038055556,0.038332386,2024,10
Sidney 201,Richland,MT,Ozone,0.0282,0.038332386,2024,11
Birney - Tongue river,Rosebud,MT,Ozone,0.032533333,0.038120934,2020,1
Birney - Tongue river,Rosebud,MT,Ozone,0.041642857,0.038120934,2020,2
Birney - Tongue river,Rosebud,MT,Ozone,0.040233333,0.038120934,2020,3
Birney - Tongue river,Rosebud,MT,Ozone,0.045933333,0.038120934,2020,4
Birney - Tongue river,Rosebud,MT,Ozone,0.041481481,0.038120934,2020,5
Birney - Tongue river,Rosebud,MT,Ozone,0.038133333,0.038120934,2020,6
Birney - Tongue river,Rosebud,MT,Ozone,0.044833333,0.038120934,2020,7
Birney - Tongue river,Rosebud,MT,Ozone,0.047258065,0.038120934,2020,8
Birney - Tongue river,Rosebud,MT,Ozone,0.040045455,0.038120934,2020,9
Birney - Tongue river,Rosebud,MT,Ozone,0.034580645,0.038120934,2020,10
Birney - Tongue river,Rosebud,MT,Ozone,0.029344828,0.038120934,2020,11
Birney - Tongue river,Rosebud,MT,Ozone,0.030071429,0.038120934,2020,12
Birney - Tongue river,Rosebud,MT,Ozone,0.030666667,0.040630141,2021,1
Birney - Tongue river,Rosebud,MT,Ozone,0.038777778,0.040630141,2021,2
Birney - Tongue river,Rosebud,MT,Ozone,0.04,0.040630141,2021,3
Birney - Tongue river,Rosebud,MT,Ozone,0.04226087,0.040630141,2021,4
Birney - Tongue river,Rosebud,MT,Ozone,0.040814815,0.040630141,2021,5
Birney - Tongue river,Rosebud,MT,Ozone,0.04828,0.040630141,2021,6
Birney - Tongue river,Rosebud,MT,Ozone,0.057263158,0.040630141,2021,7
Birney - Tongue river,Rosebud,MT,Ozone,0.049434783,0.040630141,2021,8
Birney - Tongue river,Rosebud,MT,Ozone,0.044035714,0.040630141,2021,9
Birney - Tongue river,Rosebud,MT,Ozone,0.033444444,0.040630141,2021,10
Birney - Tongue river,Rosebud,MT,Ozone,0.032,0.040630141,2021,11
Billings Lockwood,Yellowstone,MT,Ozone,0.027392857,0.038332386,2024,1
Billings Lockwood,Yellowstone,MT,Ozone,0.031111111,0.038332386,2024,2
Billings Lockwood,Yellowstone,MT,Ozone,0.036833333,0.038332386,2024,3
Billings Lockwood,Yellowstone,MT,Ozone,0.045103448,0.038332386,2024,4
Billings Lockwood,Yellowstone,MT,Ozone,0.04325,0.038332386,2024,5
Billings Lockwood,Yellowstone,MT,Ozone,0.046888889,0.038332386,2024,6
Great Falls Overlook Park,Cascade,MT,PM2.5,5.5,6.897756695,2020,1
Great Falls Overlook Park,Cascade,MT,PM2.5,4.772413793,6.897756695,2020,2
Great Falls Overlook Park,Cascade,MT,PM2.5,4.264516129,6.897756695,2020,3
Great Falls Overlook Park,Cascade,MT,PM2.5,4.013333333,6.897756695,2020,4
Great Falls Overlook Park,Cascade,MT,PM2.5,3.232258065,6.897756695,2020,5
Great Falls Overlook Park,Cascade,MT,PM2.5,3.466666667,6.897756695,2020,6
Great Falls Overlook Park,Cascade,MT,PM2.5,6.383870968,6.897756695,2020,7
Great Falls Overlook Park,Cascade,MT,PM2.5,10.3483871,6.897756695,2020,8
Great Falls Overlook Park,Cascade,MT,PM2.5,12.66,6.897756695,2020,9
Great Falls Overlook Park,Cascade,MT,PM2.5,5.936666667,6.897756695,2020,10
Great Falls Overlook Park,Cascade,MT,PM2.5,3.556666667,6.897756695,2020,11
Great Falls Overlook Park,Cascade,MT,PM2.5,3.293548387,6.897756695,2020,12
Great Falls Overlook Park,Cascade,MT,PM2.5,3.051612903,8.913809464,2021,1
Great Falls Overlook Park,Cascade,MT,PM2.5,6.653571429,8.913809464,2021,2
Great Falls Overlook Park,Cascade,MT,PM2.5,5.064516129,8.913809464,2021,3
Great Falls Overlook Park,Cascade,MT,PM2.5,5.686666667,8.913809464,2021,4
Great Falls Overlook Park,Cascade,MT,PM2.5,3.164516129,8.913809464,2021,5
Great Falls Overlook Park,Cascade,MT,PM2.5,4.556666667,8.913809464,2021,6
Great Falls Overlook Park,Cascade,MT,PM2.5,22.38064516,8.913809464,2021,7
Great Falls Overlook Park,Cascade,MT,PM2.5,16.63225806,8.913809464,2021,8
Great Falls Overlook Park,Cascade,MT,PM2.5,12.47333333,8.913809464,2021,9
Great Falls Overlook Park,Cascade,MT,PM2.5,5.764516129,8.913809464,2021,10
Great Falls Overlook Park,Cascade,MT,PM2.5,3.69,8.913809464,2021,11
Great Falls Overlook Park,Cascade,MT,PM2.5,4.329032258,8.913809464,2021,12
Great Falls Overlook Park,Cascade,MT,PM2.5,3.241935484,6.955188624,2022,1
Great Falls Overlook Park,Cascade,MT,PM2.5,3.228571429,6.955188624,2022,2
Great Falls Overlook Park,Cascade,MT,PM2.5,4.064516129,6.955188624,2022,3
Great Falls Overlook Park,Cascade,MT,PM2.5,4.213333333,6.955188624,2022,4
Great Falls Overlook Park,Cascade,MT,PM2.5,2.406666667,6.955188624,2022,5
Great Falls Overlook Park,Cascade,MT,PM2.5,3.38,6.955188624,2022,6
Great Falls Overlook Park,Cascade,MT,PM2.5,4.978571429,6.955188624,2022,7
Great Falls Overlook Park,Cascade,MT,PM2.5,6.577419355,6.955188624,2022,8
Great Falls Overlook Park,Cascade,MT,PM2.5,14.02,6.955188624,2022,9
Great Falls Overlook Park,Cascade,MT,PM2.5,5.196774194,6.955188624,2022,10
Great Falls Overlook Park,Cascade,MT,PM2.5,4.483333333,6.955188624,2022,11
Great Falls Overlook Park,Cascade,MT,PM2.5,8.751724138,6.955188624,2022,12
Great Falls Overlook Park,Cascade,MT,PM2.5,7.380645161,7.324002623,2023,1
Great Falls Overlook Park,Cascade,MT,PM2.5,7.157142857,7.324002623,2023,2
Great Falls Overlook Park,Cascade,MT,PM2.5,10.92222222,7.324002623,2023,3
Great Falls Overlook Park,Cascade,MT,PM2.5,7.618518519,7.324002623,2023,4
Great Falls Overlook Park,Cascade,MT,PM2.5,14.09677419,7.324002623,2023,5
Great Falls Overlook Park,Cascade,MT,PM2.5,10.37,7.324002623,2023,6
Great Falls Overlook Park,Cascade,MT,PM2.5,16.68064516,7.324002623,2023,7
Great Falls Overlook Park,Cascade,MT,PM2.5,16.09354839,7.324002623,2023,8
Great Falls Overlook Park,Cascade,MT,PM2.5,15.68461538,7.324002623,2023,9
Great Falls Overlook Park,Cascade,MT,PM2.5,8.438709677,7.324002623,2023,10
Great Falls Overlook Park,Cascade,MT,PM2.5,8.98,7.324002623,2023,11
Great Falls Overlook Park,Cascade,MT,PM2.5,7.778571429,7.324002623,2023,12
Great Falls Overlook Park,Cascade,MT,PM2.5,9.838709677,6.671348888,2024,1
Great Falls Overlook Park,Cascade,MT,PM2.5,8.382758621,6.671348888,2024,2
Great Falls Overlook Park,Cascade,MT,PM2.5,8.925806452,6.671348888,2024,3
Great Falls Overlook Park,Cascade,MT,PM2.5,7.14,6.671348888,2024,4
Great Falls Overlook Park,Cascade,MT,PM2.5,6.335714286,6.671348888,2024,5
Great Falls Overlook Park,Cascade,MT,PM2.5,6.096666667,6.671348888,2024,6
Great Falls Overlook Park,Cascade,MT,PM2.5,16.28387097,6.671348888,2024,7
Great Falls Overlook Park,Cascade,MT,PM2.5,15.31935484,6.671348888,2024,8
Great Falls Overlook Park,Cascade,MT,PM2.5,10.20434783,6.671348888,2024,9
Great Falls Overlook Park,Cascade,MT,PM2.5,9.790322581,6.671348888,2024,10
Great Falls Overlook Park,Cascade,MT,PM2.5,8.141666667,6.671348888,2024,11
Miles City - Pines Hills,Custer,MT,PM2.5,4.241935484,6.955188624,2022,1
Miles City - Pines Hills,Custer,MT,PM2.5,3.485714286,6.955188624,2022,2
Miles City - Pines Hills,Custer,MT,PM2.5,3.361290323,6.955188624,2022,3
Miles City - Pines Hills,Custer,MT,PM2.5,3.94,6.955188624,2022,4
Miles City - Pines Hills,Custer,MT,PM2.5,3.522580645,6.955188624,2022,5
Miles City - Pines Hills,Custer,MT,PM2.5,5.173333333,6.955188624,2022,6
Miles City - Pines Hills,Custer,MT,PM2.5,5.933333333,6.955188624,2022,7
Miles City - Pines Hills,Custer,MT,PM2.5,7.985714286,6.955188624,2022,8
Miles City - Pines Hills,Custer,MT,PM2.5,9.154166667,6.955188624,2022,9
Miles City - Pines Hills,Custer,MT,PM2.5,6.332258065,6.955188624,2022,10
Miles City - Pines Hills,Custer,MT,PM2.5,4.813333333,6.955188624,2022,11
Miles City - Pines Hills,Custer,MT,PM2.5,4.203225806,6.955188624,2022,12
Miles City - Pines Hills,Custer,MT,PM2.5,3.916129032,7.324002623,2023,1
Miles City - Pines Hills,Custer,MT,PM2.5,3.157142857,7.324002623,2023,2
Miles City - Pines Hills,Custer,MT,PM2.5,6.919354839,7.324002623,2023,3
Miles City - Pines Hills,Custer,MT,PM2.5,4.503448276,7.324002623,2023,4
Miles City - Pines Hills,Custer,MT,PM2.5,17.84193548,7.324002623,2023,5
Miles City - Pines Hills,Custer,MT,PM2.5,7.8,7.324002623,2023,6
Miles City - Pines Hills,Custer,MT,PM2.5,15.73870968,7.324002623,2023,7
Miles City - Pines Hills,Custer,MT,PM2.5,9.841935484,7.324002623,2023,8
Miles City - Pines Hills,Custer,MT,PM2.5,16.33,7.324002623,2023,9
Miles City - Pines Hills,Custer,MT,PM2.5,4.412903226,7.324002623,2023,10
Miles City - Pines Hills,Custer,MT,PM2.5,3.916666667,7.324002623,2023,11
Miles City - Pines Hills,Custer,MT,PM2.5,2.941935484,7.324002623,2023,12
Miles City - Pines Hills,Custer,MT,PM2.5,5.038709677,6.671348888,2024,1
Miles City - Pines Hills,Custer,MT,PM2.5,3.651724138,6.671348888,2024,2
Miles City - Pines Hills,Custer,MT,PM2.5,3.816129032,6.671348888,2024,3
Miles City - Pines Hills,Custer,MT,PM2.5,3.863333333,6.671348888,2024,4
Miles City - Pines Hills,Custer,MT,PM2.5,5.022580645,6.671348888,2024,5
Miles City - Pines Hills,Custer,MT,PM2.5,5.57,6.671348888,2024,6
Miles City - Pines Hills,Custer,MT,PM2.5,11.82666667,6.671348888,2024,7
Miles City - Pines Hills,Custer,MT,PM2.5,10.22258065,6.671348888,2024,8
Miles City - Pines Hills,Custer,MT,PM2.5,10.55,6.671348888,2024,9
Miles City - Pines Hills,Custer,MT,PM2.5,7.306451613,6.671348888,2024,10
Miles City - Pines Hills,Custer,MT,PM2.5,3.816666667,6.671348888,2024,11
Glendive,Dawson,MT,PM2.5,2.287096774,6.671348888,2024,1
Glendive,Dawson,MT,PM2.5,2.275862069,6.671348888,2024,2
Glendive,Dawson,MT,PM2.5,3.441935484,6.671348888,2024,3
Glendive,Dawson,MT,PM2.5,2.876666667,6.671348888,2024,4
Glendive,Dawson,MT,PM2.5,4.069230769,6.671348888,2024,5
Glendive,Dawson,MT,PM2.5,1.861538462,6.671348888,2024,6
Glendive,Dawson,MT,PM2.5,10.99032258,6.671348888,2024,7
Glendive,Dawson,MT,PM2.5,8.141935484,6.671348888,2024,8
Glendive,Dawson,MT,PM2.5,7.553333333,6.671348888,2024,9
Glendive,Dawson,MT,PM2.5,3.893548387,6.671348888,2024,10
Glendive,Dawson,MT,PM2.5,1.883333333,6.671348888,2024,11
Lewistown,Fergus,MT,PM2.5,3.622580645,6.897756695,2020,1
Lewistown,Fergus,MT,PM2.5,3.520689655,6.897756695,2020,2
Lewistown,Fergus,MT,PM2.5,3.893548387,6.897756695,2020,3
Lewistown,Fergus,MT,PM2.5,3.43,6.897756695,2020,4
Lewistown,Fergus,MT,PM2.5,2.790322581,6.897756695,2020,5
Lewistown,Fergus,MT,PM2.5,2.67,6.897756695,2020,6
Lewistown,Fergus,MT,PM2.5,4.532258065,6.897756695,2020,7
Lewistown,Fergus,MT,PM2.5,9.019354839,6.897756695,2020,8
Lewistown,Fergus,MT,PM2.5,13.14,6.897756695,2020,9
Lewistown,Fergus,MT,PM2.5,5.209677419,6.897756695,2020,10
Lewistown,Fergus,MT,PM2.5,2.616666667,6.897756695,2020,11
Lewistown,Fergus,MT,PM2.5,2.493548387,6.897756695,2020,12
Lewistown,Fergus,MT,PM2.5,2.493548387,8.913809464,2021,1
Lewistown,Fergus,MT,PM2.5,4.417857143,8.913809464,2021,2
Lewistown,Fergus,MT,PM2.5,3.067741935,8.913809464,2021,3
Lewistown,Fergus,MT,PM2.5,3.71,8.913809464,2021,4
Lewistown,Fergus,MT,PM2.5,2.867741935,8.913809464,2021,5
Lewistown,Fergus,MT,PM2.5,4.206666667,8.913809464,2021,6
Lewistown,Fergus,MT,PM2.5,19.83225806,8.913809464,2021,7
Lewistown,Fergus,MT,PM2.5,18.00322581,8.913809464,2021,8
Lewistown,Fergus,MT,PM2.5,10.53333333,8.913809464,2021,9
Lewistown,Fergus,MT,PM2.5,4.470967742,8.913809464,2021,10
Lewistown,Fergus,MT,PM2.5,2.136666667,8.913809464,2021,11
Lewistown,Fergus,MT,PM2.5,3.122580645,8.913809464,2021,12
Lewistown,Fergus,MT,PM2.5,2.641935484,6.955188624,2022,1
Lewistown,Fergus,MT,PM2.5,2.182142857,6.955188624,2022,2
Lewistown,Fergus,MT,PM2.5,2.458064516,6.955188624,2022,3
Lewistown,Fergus,MT,PM2.5,3.29,6.955188624,2022,4
Lewistown,Fergus,MT,PM2.5,2.663333333,6.955188624,2022,5
Lewistown,Fergus,MT,PM2.5,3.11,6.955188624,2022,6
Lewistown,Fergus,MT,PM2.5,4.487096774,6.955188624,2022,7
Lewistown,Fergus,MT,PM2.5,6.051612903,6.955188624,2022,8
Lewistown,Fergus,MT,PM2.5,13.23,6.955188624,2022,9
Lewistown,Fergus,MT,PM2.5,3.980645161,6.955188624,2022,10
Lewistown,Fergus,MT,PM2.5,2.743333333,6.955188624,2022,11
Lewistown,Fergus,MT,PM2.5,3.212903226,6.955188624,2022,12
Lewistown,Fergus,MT,PM2.5,1.409677419,7.324002623,2023,1
Lewistown,Fergus,MT,PM2.5,2.046428571,7.324002623,2023,2
Lewistown,Fergus,MT,PM2.5,4.761290323,7.324002623,2023,3
Lewistown,Fergus,MT,PM2.5,3.524137931,7.324002623,2023,4
Lewistown,Fergus,MT,PM2.5,8.451612903,7.324002623,2023,5
Lewistown,Fergus,MT,PM2.5,5.466666667,7.324002623,2023,6
Lewistown,Fergus,MT,PM2.5,11.13225806,7.324002623,2023,7
Lewistown,Fergus,MT,PM2.5,8.296774194,7.324002623,2023,8
Lewistown,Fergus,MT,PM2.5,10.80357143,7.324002623,2023,9
Lewistown,Fergus,MT,PM2.5,3.170967742,7.324002623,2023,10
